Customer Account # / Cliente,Average of Kg Surtigo
6429452,5.53
6432735,2.53
6434075,4.11
6434576,6.13
6434929,1.76
6435753,2.85
6437336,2.53
6438536,1.15
6438609,2.31
6439345,3.38
6439805,3.62
11546296,0.50
11552378,61.11
11560858,4.75
11564982,24.41
11583158,43.04
11596753,25.87
11596764,130.74
11596765,4146.63
11596779,6.52
11596786,57.50
11596823,11.66
11596826,2.09
11596841,96.39
11596858,87.43
11596986,67.08
11596989,79.85
11597047,56.06
11597048,19.74
11597055,20.07
11597058,9.22
11597060,31.28
11597061,11.19
11597062,2525.66
11597065,45.93
11597068,23.89
11597081,14.26
11597095,55.00
11597170,129.80
11597177,5.85
11597201,29.27
11597225,16.38
11597252,140.56
11597435,152.23
11597478,139.60
11597560,101.37
11597599,66.00
11597611,17.25
11597613,8.89
11597616,35.01
11597638,61.07
11597687,152.08
11597690,34.00
11597696,30.95
11597713,3.11
11597724,50.98
11597747,24.89
11597812,17.25
11597830,265.66
11597833,45.62
11597847,13.30
11597849,14.49
11597867,68.28
11597869,41.78
11597872,48.76
11597875,53.49
11597878,46.17
11597880,49.82
11597883,99.44
11597885,48.80
11597888,70.20
11597891,45.00
11597929,174.03
11597934,9.43
11597942,101.25
11598024,756.00
11598035,144.44
11598046,12.69
11598080,24.14
11598127,82.54
11598129,2.07
11598136,229.46
11598152,21.07
11598160,52.30
11598166,53.90
11598183,25.11
11598189,7.81
11598192,11.08
11598196,74.99
11598221,15.58
11598224,56.98
11598232,158.23
11598233,25.67
11598245,3.27
11598249,33.06
11598251,21.73
11598255,4.08
11598258,23.75
11598261,26.28
11598264,2.00
11598267,4.67
11598268,20.57
11598287,10.87
11598325,38.45
11598395,57.67
11598410,55.83
11598412,11.60
11598414,16.66
11598416,6.20
11598417,254.26
11598470,28.33
11598481,17.83
11598491,4.30
11598578,11.67
11598647,122.55
11598679,1048.41
11598697,2.63
11598733,33.66
11598741,55.72
11598745,25.53
11598755,69.83
11598758,33.68
11598789,8.03
11598814,25.59
11598838,24.67
11598884,60.48
11598898,23.16
11598907,59.47
11598910,96.04
11598975,29.11
11599051,50.96
11599073,74.60
11599106,32.57
11599121,80.66
11599140,4.53
11599177,61.30
11599189,21.36
11599193,15.67
11599286,54.10
11599287,56.19
11599350,3.70
11599373,30.04
11599396,18.71
11599445,174.50
11599449,33.62
11599472,39.11
11599492,51.84
11599548,4.18
11599550,41.62
11599553,60.71
11599556,45.04
11599591,6.27
11599625,60.83
11599642,60.71
11599646,44.00
11599650,80.00
11599654,187.14
11599658,77.14
11599659,4.15
11599662,25.20
11599683,50.00
11599696,3.51
11599697,9.48
11599698,5.48
11599715,44.36
11599734,124.00
11599738,28.32
11599741,42.18
11599828,29.49
11599840,61.43
11599846,18.53
11599912,1.23
11599916,85.42
11599951,26.64
11599976,316.89
11600009,27.87
11600057,24.04
11600172,49.19
11600302,4.79
11600340,27.00
11600347,14.00
11600352,7.00
11600358,25.84
11600381,24.43
11600384,109.14
11600477,20.72
11600549,23.89
11600571,4.25
11600574,71.02
11600595,64.80
11600666,8.42
11600673,38.87
11600678,152.00
11600784,45.00
11600847,7.37
11600865,169.71
11600881,12.30
11600954,67.14
11600969,37.24
11600989,45.91
11600990,49.60
11601000,45.86
11601058,53.36
11601080,27.98
11601090,18.90
11601123,55.28
11601131,48.19
11601134,12.70
11601143,19.33
11601199,40.90
11601210,7.00
11601215,5.62
11601305,14.32
11601435,22.64
11601458,8.95
11601516,33.67
11601589,29.67
11601598,12.36
11601686,11.96
11601697,8.16
11601731,14.51
11601736,75.74
11601741,64.70
11601742,40.76
11601747,32.75
11601748,37.47
11601751,38.96
11601757,16.56
11601763,18.73
11601768,16.24
11601773,11.98
11601779,13.33
11601940,83.35
11601989,86.06
11601995,13.45
11602011,9.24
11602025,19.78
11602026,57.13
11602078,34.00
11602122,21.90
11602153,6.71
11602160,19.68
11602163,6.94
11602165,9.41
11602210,59.67
11602220,9.50
11602243,5.00
11602266,84.07
11602286,39.70
11602353,1.50
11602407,19.86
11602437,1255.00
11602439,15.93
11602472,33.05
11602485,20.63
11602490,15.46
11602506,17.96
11602562,40.36
11602572,5.00
11602598,24.63
11602603,8.83
11602607,78.00
11602610,13.08
11602611,16.83
11602637,38.80
11602654,38.74
11602665,46.29
11602698,8.60
11602755,77.19
11602776,8.52
11602796,25.55
11602821,6.39
11602835,40.04
11602844,43.59
11602857,36.50
11602922,84.81
11602927,105.77
11602960,16.91
11603002,45.93
11603032,19.60
11603066,11.41
11603102,21.22
11603112,11.47
11603202,40.55
11603207,40.94
11603212,156.35
11603217,4.25
11603219,11.23
11603230,29.04
11603257,9.14
11603261,26.66
11603351,42.97
11603356,37.92
11603436,6.21
11603553,379.16
11603570,77.81
11603596,7.36
11603658,18.48
11603660,2.73
11603680,38.52
11603704,3.51
11603715,9.48
11603760,8.74
11603861,11.62
11603947,41.91
11603949,47.29
11603956,23.10
11603961,11.80
11603999,7.95
11604055,73.45
11604087,66.33
11604131,226.62
11604160,43.61
11604176,7.78
11604179,29.54
11604211,14.60
11604213,37.82
11604223,8.34
11604256,12.55
11604259,8.46
11604264,23.50
11604268,9.35
11604278,18.72
11604282,20.09
11604287,6.79
11604292,12.91
11604309,63.09
11604312,6.84
11604318,10.18
11604322,11.08
11604331,5.57
11604335,10.34
11604344,16.58
11604353,11.78
11604358,16.73
11604363,8.85
11604373,8.40
11604377,13.97
11604382,26.68
11604386,14.25
11604389,13.66
11604394,12.01
11604398,8.05
11604402,12.23
11604416,24.99
11604420,16.61
11604425,11.83
11604428,11.71
11604436,14.41
11604446,12.83
11604448,12.80
11604450,427.52
11604451,5.58
11604457,24.74
11604459,727.15
11604460,42.46
11604462,9.80
11604468,25.81
11604469,38.13
11604497,116.00
11604501,115.71
11604517,74.38
11604523,76.67
11604526,109.17
11604529,9.69
11604581,53.33
11604590,88.00
11604593,129.38
11604598,64.38
11604606,168.00
11604609,657.17
11604662,2.33
11604685,22.38
11604686,17.81
11604688,81.54
11604693,19.62
11604732,55.18
11604765,7.73
11604781,28.52
11604785,47.08
11604850,614.72
11604890,10.54
11604952,105.25
11605046,27.00
11605048,20.55
11605051,35.62
11605056,66.66
11605067,9.54
11605091,23.29
11605095,51.54
11605102,22.86
11605103,20.48
11605112,36.99
11605114,28.01
11605115,55.74
11605122,10.09
11605123,15.31
11605126,7.27
11605142,83.54
11605144,24.26
11605145,23.75
11605146,16.29
11605147,37.69
11605149,4.00
11605151,67.11
11605154,8.15
11605155,30.00
11605156,27.08
11605157,7.89
11605158,5.00
11605159,15.76
11605160,6.62
11605161,9.86
11605162,20.10
11605163,30.03
11605164,5.09
11605165,4.33
11605166,20.97
11605168,37.27
11605169,31.59
11605170,25.69
11605171,3.04
11605172,11.82
11605182,13.65
11605183,8.32
11605185,98.83
11605186,6.19
11605187,16.55
11605205,4.74
11605230,31.07
11605243,21.29
11605248,23.17
11605258,2.00
11605263,0.53
11605275,71.94
11605281,43.35
11605285,3.61
11605289,31.88
11605291,36.70
11605292,14.23
11605297,7.19
11605322,36.94
11605363,29.15
11605374,9.64
11605375,8.99
11605376,9.74
11605377,13.95
11605382,21.60
11605383,4.28
11605392,78.96
11605394,3.18
11605395,9.04
11605396,44.78
11605398,30.09
11605399,10.42
11605400,19.88
11605401,19.39
11605402,16.70
11605403,13.68
11605405,5.34
11605406,32.41
11605410,17.82
11605411,6.01
11605412,5.12
11605413,12.91
11605414,9.62
11605415,16.06
11605418,30.74
11605422,23.06
11605426,8.60
11605428,7.78
11605429,6.69
11605430,7.27
11605431,27.69
11605433,18.92
11605435,13.58
11605438,7.25
11605439,9.33
11605441,24.78
11605443,6.82
11605445,13.88
11605446,6.79
11605447,22.87
11605448,5.86
11605451,4.25
11605455,19.39
11605457,56.22
11605461,7.40
11605479,3.98
11605484,6.12
11605485,6.77
11605487,8.60
11605506,28.05
11605508,193.81
11605513,57.27
11605517,103.78
11605521,37.89
11605550,41.35
11605560,6.56
11605570,7.09
11605571,8.33
11605581,17.72
11605582,26.44
11605589,32.77
11605594,2.49
11605624,8.51
11605639,13.22
11605648,9.38
11605650,1475.15
11605654,4.28
11605667,21.16
11605683,54.87
11605687,24.25
11605689,11.45
11605695,3.35
11605709,18.42
11605714,25.19
11605720,24.32
11605736,5.00
11605739,5.67
11605740,11.50
11605746,65.10
11605747,4.34
11605751,1875.82
11605754,7.20
11605755,40.66
11605756,45.79
11605795,148.64
11605802,5.12
11605806,3.48
11605812,11.09
11605822,16.63
11605826,61.60
11605833,31.52
11605841,11.59
11605852,43.67
11605864,15.02
11605876,11.98
11605877,19.06
11605881,50.10
11605882,15.00
11605890,17.94
11605891,7.00
11605911,31.60
11605922,43.66
11605929,43.19
11605931,4.21
11605949,3.60
11605978,21.90
11606002,12.55
11606005,39.74
11606009,21.14
11606021,54.57
11606029,20.81
11606034,10.91
11606037,45.48
11606062,14.24
11606066,80.09
11606081,9.84
11606116,56.15
11606120,51.47
11606124,14.25
11606153,86.58
11606167,12.98
11606192,22.44
11606193,131.96
11606201,34.83
11606210,11.38
11606215,24.08
11606217,4.90
11606239,246.41
11606241,28.50
11606259,12.08
11606277,28.90
11606295,16.99
11606299,18.04
11606305,34.68
11606306,9.50
11606309,54.81
11606311,112.83
11606315,304.32
11606359,23.36
11606372,9.79
11606385,21.28
11606388,29.44
11606389,80.13
11606391,147.86
11606392,99.06
11606393,109.23
11606414,8.02
11606418,11.00
11606429,8.16
11606430,12.73
11606462,6.37
11606464,17.16
11606484,18.07
11606485,12.80
11606496,20.37
11606501,30.18
11606505,51.25
11606509,37.74
11606539,5.04
11606550,34.46
11606557,8.72
11606559,22.79
11606564,18.04
11606605,11.98
11606610,13.23
11606624,64.67
11606638,15.38
11606647,7.07
11606654,40.58
11606655,28.06
11606656,30.06
11606658,5.70
11606662,11.45
11606663,22.05
11606665,11.58
11606667,6.11
11606669,13.50
11606673,38.87
11606682,18.09
11606689,18.24
11606698,13.26
11606736,33.78
11606743,31.89
11606752,48.21
11606753,20.58
11606770,50.34
11606788,13.15
11606789,30.90
11607602,27.46
11607689,74.58
11607905,14.87
11607906,9.33
11608050,9.09
11608054,10.03
11608117,15.75
11608429,33.63
11609321,122.04
11609437,1.76
11609565,11.53
11609893,53.17
11609905,26.98
11610141,24.51
11610733,9.76
11611892,33.66
11611893,45.83
11611894,14.20
11611906,37.73
11611909,21.29
11611911,27.09
11611912,18.62
11611914,17.06
11611915,14.47
11611917,16.34
11611918,17.21
11611919,10.09
11611920,16.01
11611921,11.50
11611924,21.96
11611928,33.79
11611930,24.35
11611931,18.26
11612234,3.52
11612386,15.00
11612617,63.85
11612645,2.00
11612649,16.16
11612812,54.69
11612837,34.42
11613177,33.25
11613628,21.43
11613629,18.26
11613677,1.25
11613940,26.03
11614522,16.41
11614745,67.45
11616463,2.20
11616907,7.98
11617039,47.83
11617585,10.95
11618176,6.87
11618490,70.32
11618805,87.29
11620827,288.10
11624006,22.18
11624847,15.37
11625246,89.93
11626109,37.95
11627037,30.65
11627129,54.02
11627264,33.64
11628589,43.99
11630886,44.01
11631587,5.25
11632217,13.64
11633017,48.42
11633045,14.13
11633114,28.94
11633464,8.18
11633532,40.87
11633533,36.48
11634526,13.79
11635241,63.97
11635641,17.00
11635966,131.78
11636346,281.12
11636545,11.47
11636576,9.00
11636950,695.27
11637623,15.20
11639046,60.80
11639765,165.16
11639766,3.08
11640384,64.97
11640484,2.35
11640783,15.67
11640944,11.50
11641352,14.12
11641495,19.45
11641591,21.96
11641598,23.10
11642438,64.16
11642560,52.62
11642784,12.00
11643434,12.83
11643436,7.88
11644123,98.02
11644351,27.82
11644353,22.92
11644488,31.76
11645239,6.48
11645242,11.88
11645714,9.32
11646279,98.08
11647155,7.16
11648200,27.29
11648213,747.25
11648512,17.21
11648514,13.42
11648624,11.35
11648910,4.50
11649013,26.92
11649335,14.78
11649749,11.53
11649981,31.66
11649982,51.21
11649983,677.59
11649984,15.26
11650519,26.03
11650588,16.48
11651010,11.42
11651328,5.16
11651875,6.45
11651888,3.40
11651977,84.92
11651979,30.43
11652042,9.65
11652297,352.62
11652999,19.98
11653450,22.76
11653613,31.06
11653614,19.06
11653645,28.52
11654015,21.21
11654180,5.17
11654239,10.45
11654274,10.00
11654360,32.62
11654381,47.36
11654765,7.50
11654769,6.60
11654884,51.00
11654887,4.00
11655243,19.78
11655343,46.08
11655345,3.89
11655442,2.26
11655885,10.56
11655906,8.80
11656107,8.65
11656281,7.49
11656764,4.54
11656982,6.19
11657144,6.28
11657161,5.90
11657239,14.12
11657506,366.40
11657834,8.28
11657951,64.40
11658042,13.75
11658136,3.40
11658138,86.79
11658375,6.14
11658601,7.95
11658613,20.39
11658754,21.29
11659028,11.42
11659070,32.00
11659145,49.95
11659149,15.27
11659337,11.95
11659368,54.00
11659443,6.33
11659509,18.31
11659542,21.83
11660049,60.14
11660711,14.62
11661009,5.56
11661679,17.81
11661703,13.01
11661926,22.24
11662606,41.05
11663092,59.67
11663292,16.59
11663694,4995.00
11664132,13.11
11665371,7.00
11665519,46.58
11665926,3.91
11666137,5.98
11666450,40.39
11666750,7.40
11667429,22.64
11667844,111.33
11668085,11.40
11668223,31.74
11668793,18.54
11669025,13.41
11670507,7.95
11670598,69.60
11670846,43.09
11670984,8.25
11670985,36.41
11671089,29.93
11671565,7.69
11671566,16.99
11671749,72.67
11671750,16.99
11671958,21.60
11671967,4.50
11672032,15.24
11672035,230.75
11672211,3.48
11672288,39.68
11672384,2.70
11672583,37.71
11672586,19.49
11672678,14.78
11672872,6.49
11673131,17.69
11673360,33.03
11673588,162.78
11673589,75.97
11673640,7.38
11674125,162.07
11674126,15.53
11674127,16.85
11674128,66.62
11674489,9.20
11674498,14.08
11674578,23.43
11674738,31.92
11675519,6.84
11675766,7.43
11675978,60.38
11676041,13.99
11676415,152.90
11676420,1.02
11676565,22.63
11676807,10.13
11676808,16.33
11677514,27.36
11677520,21.82
11677604,22.30
11677856,65.73
11677859,7.15
11677893,3.38
11678106,12.26
11678114,9.96
11678159,17.27
11678246,11.44
11678437,6.65
11678438,6.00
11678441,12.45
11678817,8.67
11678873,0.72
11679095,37.66
11679303,4.13
11679527,24.55
11679589,16.37
11679759,3.86
11680052,43.37
11680053,74.97
11680336,46.50
11680337,12.66
11680394,35.23
11680418,41.90
11680584,1.00
11680585,1.50
11680586,2.50
11680587,1.88
11680776,11.10
11680777,17.28
11680845,3.60
11681086,182.07
11681146,36.78
11681231,43.86
11681421,19.24
11681462,4.20
11681684,19.03
11681986,21.83
11682083,25.72
11682084,21.04
11682272,71.76
11682273,6.88
11682414,8.90
11682506,36.78
11682692,141.50
11682693,30.00
11682767,29.26
11682779,6.98
11682942,19.39
11683151,39.43
11683157,99.24
11683163,36.27
11683214,2.80
11683337,58.62
11683407,8.74
11683415,6.90
11683418,15.12
11683501,46.96
11683560,23.07
11683570,38.11
11683588,6.25
11684224,20.67
11684306,7.80
11684545,281.59
11684743,76.41
11684750,7.40
11684800,54.82
11684823,3.00
11684824,7.42
11684947,3.87
11685024,1.80
11685038,20.57
11685136,12.23
11685223,18.33
11685283,36.23
11685454,103.31
11685666,7.44
11685769,24.19
11685770,12.93
11685955,18.00
11686065,6.00
11686306,15.36
11686716,10.00
11686729,6.06
11686731,14.73
11686906,9.08
11687139,102.72
11687149,10.74
11687269,40.63
11687315,18.06
11687370,5.17
11687735,32.13
11688178,333.33
11688266,25.25
11688488,6.70
11688555,12.00
11688579,35.15
11688631,49.95
11688660,10.39
11688661,12.08
11688662,9.63
11688751,7.61
11688752,1.76
11688838,6.48
11688840,2.00
11689005,33.50
11689679,8.25
11689765,6.00
11689851,3.03
11689899,11.08
11689938,31.28
11689939,6.50
11689946,16.76
11690000,46.20
11690070,3.00
11690075,36.54
11690078,42.18
11690141,60.59
11690142,19.66
11690144,26.02
11690347,51.75
11690394,17.29
11690406,7.47
11690493,39.41
11690560,48.77
11690561,15.19
11690631,54.39
11690761,62.42
11690827,28.97
11690828,110.23
11690922,10.94
11691681,8.40
11691737,18.89
11691738,19.03
11691842,14.29
11691955,10.93
11691983,2.25
11692082,400.80
11692083,32.90
11692847,32.95
11692977,6.17
11693109,4.92
11693111,3.48
11693190,49.63
11693390,204.65
11693394,57.52
11693395,18.80
11693578,9.30
11693677,13.88
11693913,28.41
11693968,21.52
11694231,68.25
11694260,6.00
11694263,11.50
11694270,8.08
11694374,23.93
11694380,8.94
11694383,3.25
11694472,22.19
11694532,47.20
11694677,42.17
11694835,5.82
11695527,57.80
11695613,13.93
11695892,92.39
11695975,26.53
11695979,8.75
11696332,24.74
11696524,14.07
11696610,8.53
11696787,40.78
11696909,6.50
11697099,11.53
11697257,8.26
11697260,19.50
11697329,11.62
11697557,396.37
11697636,9.18
11697690,13.52
11697965,55.31
11698268,64.79
11698756,18.81
11698769,4.59
11698824,15.84
11698905,23.43
11699025,42.30
11699032,9.80
11699316,47.36
11699520,10.00
11699526,125.05
11699699,16.42
11699803,24.33
11699967,35.00
11700068,2.33
11700075,78.42
11700121,1086.24
11700128,23.27
11700131,8.54
11700327,8.91
11700433,6.22
11700994,10.29
11701018,7.57
11701608,41.80
11701609,10.99
11701702,1.33
11701767,24.07
11701786,240.00
11702789,25.64
11702946,5.47
11703258,157.77
11703483,31.50
11703487,7.69
11703639,18.03
11703783,12.37
11704449,5.85
11704732,16.24
11704734,8.28
11704816,5.01
11704818,82.03
11704981,14.25
11704983,12.00
11705268,50.00
11705586,8.33
11705587,5.10
11705647,14.47
11705656,6.07
11705864,23.40
11705980,22.19
11705996,6.32
11706055,10.44
11706057,8.27
11706064,8.75
11706104,22.86
11706502,15.00
11706582,46.05
11706644,29.19
11706645,14.31
11706910,16.21
11706952,6.18
11707171,6.19
11707279,0.00
11707284,8.91
11707332,19.12
11707425,30.02
11707428,11.31
11707484,125.21
11707485,87.70
11707489,12.55
11707521,32.66
11707720,14.41
11707722,20.36
11707786,3.60
11707790,10.59
11707909,4.16
11707911,6.72
11708107,3.58
11708125,5.48
11708126,2.17
11708127,2.50
11708155,4.45
11708321,23.78
11708383,43.14
11708453,39.14
11708604,50.06
11709080,6.14
11709115,3.00
11709181,3.27
11709182,36.00
11709239,94.33
11709366,35.88
11709442,8.64
11709562,8.37
11709678,42.80
11709681,31.76
11709713,18.09
11709860,7.57
11710156,10.20
11710159,34.63
11710160,27.44
11710161,20.09
11710163,16.16
11710239,6.61
11710293,12.76
11710301,4.56
11710364,11.03
11710449,24.70
11710450,12.46
11710470,14.80
11710576,9.78
11710579,32.85
11710629,18.06
11710632,20.02
11710728,9.21
11710729,23.57
11710995,30.33
11710996,24.00
11711052,6.86
11711125,85.03
11711186,12.75
11711303,27.50
11711367,25.50
11711371,58.40
11711447,17.97
11711546,13.49
11711616,8.59
11711640,24.28
11711818,27.76
11712038,27.02
11712267,8.30
11712271,24.36
11712415,8.40
11712418,8.86
11712420,6.86
11712429,8.00
11712446,38.73
11712505,1.08
11712618,13.00
11712622,18.54
11712623,5.63
11712653,2.22
11712702,13.23
11712763,27.19
11712826,12.00
11713042,10.50
11713094,2.44
11713164,8.48
11713190,1.00
11713266,13.98
11713455,13.64
11713458,2.66
11713459,14.38
11713515,23.45
11713516,13.06
11713755,105.30
11713903,34.04
11713904,46.50
11713963,3.26
11714018,23.44
11714066,3.57
11714125,52.49
11714201,4.10
11714203,5.07
11714218,5.18
11714260,92.74
11714273,5.33
11714391,4.34
11714664,11.98
11714671,11.02
11714730,12.66
11714809,3.25
11714911,139.44
11714958,68.57
11715237,33.67
11715239,8.04
11715250,5.37
11715266,3.67
11715268,9.80
11715295,8.25
11715665,30.22
11715687,3.25
11715704,4.00
11715765,16.39
11715767,7.44
11715833,5.26
11715834,10.71
11715938,11.95
11715948,8.50
11716076,4.00
11716077,3.40
11716078,4.00
11716140,9.08
11716144,12.06
11716219,59.06
11716507,3.91
11716508,33.22
11716515,9.08
11716518,5.76
11716521,25.00
11716523,4.83
11716590,21.80
11716981,12.76
11717089,7.87
11717191,14.00
11717419,1795.18
11717626,7.38
11717627,381.41
11717675,13.12
11717676,46.71
11717740,10.86
11717756,2.70
11717823,11.76
11717852,12.46
11717853,10.32
11718014,6.09
11718060,6.50
11718065,10.39
11718066,7.50
11718105,14.95
11718128,2.79
11718157,15.27
11718189,10.29
11718301,45.66
11718305,6.78
11718337,213.06
11718377,32.16
11718637,2.30
11718709,125.52
11718767,75.00
11718769,1.53
11718771,6.60
11718831,37.60
11718832,19.35
11718910,11.28
11719073,57.60
11719173,20.79
11719236,17.87
11719237,19.99
11719524,3.50
11719526,15.96
11719583,6.10
11719655,38.25
11719656,9.80
11719809,9.81
11719813,3.87
11719950,21.57
11720070,36.84
11720214,14.00
11720429,4.54
11720500,17.42
11720503,125.38
11720571,6.00
11720682,5.00
11720690,3.58
11721073,12.43
11721079,135.77
11721211,5.56
11721587,5.37
11721591,22.92
11721828,53.33
11721894,477.68
11722051,3.50
11722142,8.68
11722146,23.42
11722148,10.83
11722154,3.82
11722158,15.80
11722160,9.24
11722161,9.45
11722509,76.09
11722636,25.31
11722638,373.69
11722639,550.19
11722640,1036.70
11722643,93.01
11722775,7.39
11722777,5.23
11722782,22.79
11722784,2.29
11723426,407.70
11723465,15.48
11723468,13.64
11723509,17.10
11723517,17.25
11723598,25.20
11723688,30.00
11723705,25.55
11723841,50.13
11723907,15.89
11723908,4.62
11723971,8.63
11723973,119.77
11724018,17.82
11724194,342.45
11724195,3.00
11724198,20.33
11724200,29.77
11724201,56.46
11724203,18.25
11724204,9.45
11724307,39.61
11724355,13.07
11724359,5.05
11724423,11.00
11724435,33.33
11724547,8.10
11724549,3.91
11724550,136.22
11724625,5.22
11724626,5.85
11724627,10.31
11724629,45.10
11724750,2.78
11724946,9.06
11724947,12.00
11724995,12.75
11724997,5.31
11724999,7.53
11725013,5.48
11725014,19.25
11725112,21.85
11725336,3.97
11725634,49.50
11725714,7.20
11725715,14.18
11726865,5.67
11726911,9.92
11726978,12.21
11727092,6.89
11727093,224.77
11727226,18.97
11727227,8.10
11727295,12.90
11727296,16.53
11727474,31.26
11727501,6.91
11727719,122.81
11727805,25.00
11727807,6.16
11727808,4.29
11728143,36.88
11728145,2.73
11728147,52.65
11728325,9.29
11728330,43.98
11728578,7.46
11728585,61.07
11728652,14.87
11728702,11.00
11728708,4.05
11728713,12.05
11728770,232.00
11728864,3.25
11728987,15.84
11728988,214.48
11728989,4.00
11729117,6.84
11729156,7.50
11729159,36.06
11729231,9.73
11729233,49.03
11729338,5.00
11729341,5.66
11729342,37.84
11729347,20.32
11729351,8.74
11729400,13.81
11729541,10.00
11729543,10.62
11729593,27.29
11729594,50.27
11729615,19.90
11729616,14.31
11729617,21.42
11729618,48.81
11729621,10.35
11729720,41.51
11729781,1.37
11729786,5.00
11729844,8.75
11729906,23.33
11729909,6.71
11729911,22.40
11729969,6.24
11729985,9.50
11729986,3.28
11729990,7.38
11729993,20.23
11730121,100.21
11730361,20.83
11730366,254.90
11730369,5.02
11730495,41.76
11730673,11.67
11730950,93.16
11731023,8.58
11731024,11.40
11731025,56.60
11731026,8.37
11731093,25.44
11731130,27.86
11731361,9.44
11731457,4.72
11731525,3.97
11731622,7.13
11731626,3.20
11731627,15.06
11731764,4.20
11731939,12.00
11732123,5.21
11732126,21.38
11732127,7.88
11732251,3.33
11732304,5.12
11732414,20.62
11732420,3.35
11732570,18.00
11732578,27.08
11732630,8.00
11732703,14.31
11732706,3.00
11732748,174.98
11732830,17.67
11732831,198.85
11733108,10.72
11733109,17.00
11733453,48.29
11733543,5.03
11733551,14.67
11733628,18.50
11733629,40.60
11733671,7.82
11733756,34.50
11733840,6.00
11733872,3.80
11733878,7.73
11733879,0.78
11733883,72.96
11734038,75.00
11734066,60.56
11734230,12.00
11734238,15.89
11734326,11.85
11734368,15.57
11734379,11.71
11734381,5.13
11734478,50.54
11734479,12.03
11734615,23.62
11734618,4.54
11734717,29.83
11734796,26.79
11734800,16.05
11734853,6.56
11734893,44.66
11734903,170.81
11734986,10.64
11734988,10.54
11735079,160.17
11735080,10.13
11735081,2.33
11735082,6.00
11735083,6.18
11735179,1.94
11735180,1.34
11735240,4.09
11735416,32.43
11735455,12.64
11735456,5.00
11735464,43.00
11735689,2.56
11735780,6.85
11735868,26.27
11735912,3.00
11735913,9.91
11735915,3.94
11735951,17.74
11735952,6.85
11735997,731.61
11736273,30.20
11736317,10.00
11736318,14.40
11736457,40.44
11736458,29.52
11736524,3.60
11736547,22.50
11736604,379.93
11736635,612.04
11736637,637.37
11736787,50.54
11736829,15.00
11737084,12.24
11737100,8.84
11737113,26.00
11737202,4.54
11737204,18.81
11737222,15.75
11737302,7.43
11737303,16.02
11737366,22.13
11737377,18.38
11737450,1.93
11737535,3.00
11737536,3.00
11737537,8.70
11737609,230.21
11737733,10.82
11737890,20.78
11737896,5.23
11738044,78.35
11738130,19.35
11738133,12.08
11738285,12.97
11738459,9.94
11738492,15.31
11738493,28.68
11738496,15.40
11738498,25.09
11738525,12.04
11738530,8.00
11738591,4.45
11738667,18.26
11738668,120.00
11738669,7.17
11738692,5.26
11738895,6.00
11738973,37.82
11738975,7.99
11738976,16.94
11738977,34.06
11739056,157.08
11739070,25.59
11739141,28.70
11739145,4.55
11739215,218.17
11739216,4.00
11739329,8.57
11739420,9.19
11739457,5.86
11739458,4.20
11739475,3.60
11739550,4.56
11739551,1.70
11739552,3.67
11739599,13.10
11739614,7.81
11739615,2.50
11739672,3.49
11739799,28.05
11739800,10.38
11739801,8.69
11739802,11.10
11739934,12.97
11739936,6.25
11739937,24.41
11739940,4.09
11739941,4.30
11739942,3.03
11739950,38.69
11740006,7.32
11740007,12.02
11740009,24.23
11740064,8.19
11740171,5.69
11740213,7.25
11740214,6.40
11740218,1.36
11740320,8.38
11740388,4.73
11740390,14.59
11740391,7.68
11740455,9.44
11740477,3.70
11740565,5.29
11740566,11.00
11740567,9.82
11740637,4.12
11740640,37.44
11740641,4.45
11740642,12.13
11740643,3.75
11740723,11.42
11740724,12.89
11740725,27.05
11740727,5.23
11740728,18.61
11740857,19.80
11740858,20.21
11740859,19.56
11740963,4.03
11740970,0.40
11741007,11.88
11741026,11.33
11741065,6.60
11741068,10.79
11741076,12.01
11741143,13.94
11741144,3.11
11741228,15.50
11741235,2.00
11741368,15.83
11741369,5.94
11741370,21.78
11741372,48.55
11741422,9.50
11741493,9.47
11741494,6.47
11741536,6.44
11741538,15.09
11741539,4.01
11741540,17.67
11741541,4.57
11741545,3.93
11741597,13.27
11741599,5.18
11741600,3.94
11741601,3.63
11741602,3.23
11741603,6.25
11741605,8.12
11741617,11.89
11741619,3.83
11741736,3.48
11741753,4.04
11741754,7.00
11741790,11.84
11741829,7.00
11741830,17.90
11741834,14.16
11741987,3.84
11741988,6.29
11741990,7.11
11742013,1.80
11742020,4.20
11742106,7.79
11742117,7.69
11742120,5.14
11742202,8.17
11742268,10.16
11742269,6.00
11742270,13.12
11742276,13.15
11742306,12.45
11742307,3.00
11742366,4.04
11742368,5.58
11742373,30.00
11742378,19.38
11742455,34.10
11742586,29.69
11742587,14.40
11742653,7.32
11742655,36.80
11742720,17.26
11742723,2.00
11742727,21.86
11742817,18.57
11742818,8.66
11742819,7.49
11742869,3.00
11742885,7.53
11742890,3.00
11742892,1.12
11743020,4.84
11743071,11.77
11743087,20.02
11743094,8.78
11743260,10.10
11743261,61.82
11743323,13.16
11743326,4.04
11743327,37.93
11743332,4.82
11743334,5.46
11743440,5.38
11743495,7.20
11743496,7.20
11743497,7.20
11743498,7.20
11743499,11.73
11743503,30.26
11743504,21.47
11743525,9.73
11743581,11.16
11743582,5.94
11743628,10.70
11743629,7.30
11743645,4.53
11743646,5.78
11743728,5.80
11743729,12.60
