Customer Account # / Cliente,Average of Kg Surtigo
11722140,13.31
11722391,1.00
11722394,14.12
11722412,3.55
11722414,3.29
11722507,19.48
11722508,2.57
11722635,2.38
11722641,3.90
11722697,1.88
11722699,3.36
11722700,3.22
11722783,7.59
11722899,1.52
11723429,37.93
11723454,9.01
11723591,6.55
11723685,2.55
11723694,2.25
11723844,3.16
11723974,4.88
11724016,2.54
11724017,10.43
11724086,1.72
11724089,6.56
11724190,4.00
11724191,1.30
11724196,3.81
11724197,4.13
11724752,2.99
11724753,5.91
11724765,9.23
11724945,2.90
11724948,3.91
11724996,11.06
11725010,9.38
11725089,1.70
11725110,2.52
11725111,8.31
11725318,3.23
11725590,2.65
11725591,1.81
11725592,3.52
11725711,1.66
11725737,9.54
11725738,1.86
11726374,5.64
11726868,1.83
11726870,2.16
11726912,6.07
11726913,8.59
11726954,11.09
11726975,1.94
11727057,14.41
11727059,2.87
11727229,7.21
11727264,5.12
11727345,5.72
11727350,7.11
11727351,4.79
11727416,2.73
11727473,1.81
11727500,1.28
11727581,3.20
11727582,4.10
11727584,3.45
11727688,2.79
11727740,8.96
11727783,18.51
11727809,7.55
11727871,2.21
11727872,1.39
11727873,1.67
11727874,6.35
11728068,5.11
11728069,5.84
11728075,2.97
11728076,2.41
11728077,9.43
11728078,0.73
11728080,2.54
11728084,1.96
11728144,9.36
11728149,4.75
11728151,4.34
11728152,7.35
11728153,11.19
11728194,4.38
11728222,3.16
11728224,1.65
11728231,3.43
11728305,3.15
11728316,2.58
11728391,12.63
11728575,2.78
11728576,7.43
11728579,6.12
11728580,1.40
11728589,7.73
11728647,51.00
11728653,1.74
11728706,0.79
11728709,1.46
11728711,5.00
11728766,2.52
11728772,2.33
11728775,3.40
11728809,0.90
11728865,4.23
11728867,10.00
11728869,3.31
11728878,1.00
11728986,1.36
11729000,1.84
11729004,2.56
11729115,12.20
11729116,2.23
11729144,1.36
11729155,22.32
11729157,5.85
11729158,1.98
11729225,44.45
11729228,2.49
11729229,5.43
11729230,2.66
11729232,5.74
11729337,2.59
11729404,1.66
11729405,2.72
11729414,1.49
11729462,2.39
11729470,7.95
11729472,12.41
11729480,7.53
11729481,1.04
11729482,1.58
11729483,2.34
11729545,1.73
11729547,4.49
11729549,4.87
11729550,6.53
11729552,3.95
11729554,1.62
11729625,3.63
11729717,3.19
11729721,5.11
11729722,1.70
11729729,5.28
11729776,3.23
11729784,4.81
11729788,3.80
11729840,2.25
11729910,2.87
11729988,3.84
11729989,3.19
11730110,1.96
11730111,4.02
11730114,15.24
11730115,1.32
11730155,2.21
11730157,4.51
11730160,2.90
11730161,9.20
11730162,6.97
11730199,2.07
11730220,4.18
11730221,33.70
11730275,0.72
11730276,1.63
11730277,2.06
11730279,2.56
11730285,0.99
11730360,2.14
11730364,21.67
11730376,5.37
11730490,3.27
11730491,4.42
11730492,2.19
11730493,10.84
11730500,6.24
11730502,1.47
11730670,3.84
11730672,5.43
11730734,4.72
11730745,1.62
11730746,2.07
11730748,3.82
11730751,1.72
11730899,2.26
11730955,3.06
11730958,2.11
11730959,3.84
11731012,6.21
11731013,2.49
11731014,6.86
11731020,7.03
11731022,1.20
11731027,1.30
11731028,1.93
11731100,10.90
11731101,2.67
11731102,3.66
11731184,3.81
11731200,1.49
11731201,1.56
11731203,7.37
11731204,11.47
11731303,1.31
11731348,4.52
11731456,5.40
11731468,9.99
11731528,4.35
11731581,14.33
11731582,0.60
11731583,2.28
11731584,1.68
11731585,1.98
11731604,64.43
11731620,8.33
11731705,2.93
11731762,2.08
11731887,9.73
11731888,2.55
11731891,29.82
11731893,4.93
11731894,0.94
11731937,3.70
11731938,1.71
11732047,21.06
11732048,1.06
11732055,11.52
11732056,5.31
11732109,3.83
11732125,7.23
11732128,4.86
11732142,14.83
11732238,5.04
11732239,4.09
11732245,8.48
11732246,5.14
11732248,6.99
11732300,1.53
11732357,1.72
11732358,8.40
11732561,1.38
11732564,1.64
11732571,3.67
11732573,10.16
11732574,3.51
11732575,12.10
11732576,4.21
11732632,2.88
11732696,1.96
11732701,3.05
11732747,2.26
11732749,3.84
11732750,6.33
11732751,8.85
11732755,2.07
11732757,2.90
11732758,65.20
11732760,1.88
11732825,6.78
11732826,2.34
11732829,15.93
11732946,3.05
11732950,130.62
11732952,8.09
11732957,5.94
11732996,6.88
11732997,3.62
11732999,1.77
11733016,5.78
11733018,2.32
11733019,3.80
11733135,5.04
11733136,2.44
11733137,11.49
11733139,1.44
11733182,31.20
11733183,18.78
11733190,0.61
11733192,16.99
11733193,6.31
11733194,9.59
11733198,1.54
11733199,1.44
11733200,6.54
11733201,6.44
11733315,2.34
11733317,3.26
11733318,1.36
11733319,0.58
11733320,1.65
11733324,2.08
11733363,1.33
11733364,7.79
11733397,2.71
11733399,2.82
11733445,14.74
11733446,11.18
11733450,1.79
11733457,2.19
11733458,2.96
11733473,1.01
11733474,1.90
11733540,1.71
11733542,8.17
11733549,5.57
11733625,5.11
11733626,8.00
11733627,1.47
11733632,4.54
11733634,2.77
11733635,3.92
11733738,3.83
11733757,11.42
11733759,5.84
11733760,1.81
11733762,2.63
11733763,2.32
11733768,3.21
11733769,2.39
11733811,4.76
11733871,4.82
11733874,1.07
11733885,1.50
11733886,6.16
11733892,1.78
11733958,3.36
11733959,3.32
11734037,5.00
11734134,2.26
11734145,4.16
11734150,5.16
11734151,2.75
11734152,3.75
11734185,13.85
11734193,5.28
11734199,1.67
11734227,1.79
11734228,65.95
11734229,2.01
11734236,2.89
11734239,2.44
11734313,1.85
11734331,2.59
11734332,2.17
11734413,1.28
11734484,3.30
11734602,25.50
11734603,3.02
11734611,3.43
11734795,4.11
11734798,1.65
11734799,6.96
11734803,128.80
11734805,1.74
11734821,3.50
11734855,9.00
11734856,2.25
11734890,2.16
11734891,13.07
11734948,1.97
11735071,1.77
11735074,9.72
11735088,2.25
11735132,1.90
11735135,4.80
11735154,1.22
11735175,7.23
11735176,2.82
11735235,2.33
11735300,3.03
11735354,24.30
11735379,2.83
11735451,3.28
11735463,3.19
11735575,4.56
11735602,2.01
11735604,5.00
11735620,4.54
11735622,2.61
11735655,2.30
11735656,13.94
11735688,2.04
11735716,8.91
11735776,4.63
11735777,15.83
11735813,2.24
11735865,1.84
11735871,2.05
11735909,3.18
11735910,2.27
11735950,6.03
11735996,1.64
11736004,4.45
11736035,5.40
11736111,74.34
11736146,1.94
11736197,4.00
11736199,1.38
11736215,6.55
11736216,2.74
11736217,2.52
11736236,16.46
11736237,12.47
11736274,1.29
11736370,17.81
11736372,4.66
11736411,1.59
11736456,8.61
11736488,16.34
11736489,9.69
11736520,4.66
11736667,4.37
11736702,34.41
11736740,9.18
11736785,2.00
11736786,3.03
11736789,24.03
11736860,2.28
11736877,2.66
11736995,3.26
11737019,9.55
11737041,16.83
11737051,11.02
11737104,1.66
11737303,2.60
11737316,1.37
11737318,4.04
11737367,6.06
11737370,5.83
11737446,6.86
11737448,10.77
11737898,16.74
11737899,5.47
11737901,1.55
11737903,4.55
11738076,1.95
11738291,14.88
11738319,2.22
11738362,2.78
11738422,19.05
11738423,53.93
11738424,4.33
11738436,5.57
11738457,9.20
11738499,85.00
11738501,1.73
11738502,2.18
11738516,10.17
11738586,2.16
11738592,8.83
11738593,1.20
11738665,22.08
11738666,7.61
11738671,1.62
11738714,4.60
11738735,1.67
11738736,1.87
11738740,0.82
11738743,40.07
11738794,4.31
11738806,1.94
11738823,2.35
11738866,3.90
11738867,1.80
11738868,1.49
11738869,3.44
11738870,6.62
11738889,3.07
11738966,4.24
11738967,3.79
11738968,7.13
11738970,2.49
11738971,6.10
11738972,2.05
11738974,2.91
11738979,9.78
11739074,2.37
11739076,2.00
11739109,1.68
11739137,1.36
11739140,1.27
11739143,2.63
11739144,5.57
11739197,3.00
11739198,1.70
11739218,1.20
11739221,1.35
11739234,7.59
11739265,2.14
11739266,0.90
11739267,2.08
11739290,13.79
11739292,2.97
11739335,1.62
11739415,2.46
11739416,4.08
11739422,4.17
11739423,2.94
11739425,7.17
11739427,8.24
11739456,2.48
11739476,7.56
11739545,6.68
11739546,15.88
11739610,4.00
11739613,1.65
11739670,9.00
11739671,6.30
11739676,2.59
11739796,3.50
11739797,2.10
11739841,4.02
11739842,4.02
11739845,1.32
11739847,2.47
11739914,5.15
11740005,1.78
11740061,3.98
11740062,9.56
11740067,4.06
11740170,12.99
11740172,12.45
11740212,4.82
11740217,2.73
11740221,1.67
11740315,8.71
11740316,3.60
11740317,1.94
11740382,3.38
11740383,4.43
11740384,2.73
11740386,23.81
11740447,4.87
11740449,73.96
11740450,2.70
11740458,3.81
11740555,2.07
11740556,4.67
11740557,2.99
11740558,8.08
11740559,6.02
11740560,2.23
11740561,1.93
11740562,1.80
11740628,1.74
11740714,8.37
11740715,3.50
11740716,2.40
11740717,3.08
11740720,18.25
11740722,3.46
11740785,1.62
11740786,3.11
11740787,12.55
11740788,21.16
11740789,4.86
11740790,17.97
11740855,1.39
11740930,2.06
11740935,12.69
11740937,1.64
11740938,1.74
11740939,8.10
11740940,3.79
11740941,2.15
11740944,5.06
11740967,3.49
11741012,8.63
11741023,1.51
11741032,2.25
11741033,5.39
11741034,2.47
11741050,3.07
11741066,14.85
11741073,1.92
11741077,32.17
11741082,2.60
11741137,2.28
11741152,2.49
11741223,2.14
11741225,14.00
11741226,1.53
11741227,4.12
11741233,1.75
11741234,2.31
11741236,2.78
11741251,2.49
11741252,9.48
11741358,2.39
11741359,2.51
11741360,5.96
11741363,4.54
11741366,1.99
11741416,1.83
11741417,4.39
11741418,0.96
11741427,1.80
11741491,11.56
11741492,5.21
11741592,1.05
11741594,1.79
11741682,2.40
11741683,4.40
11741689,3.15
11741728,1.37
11741735,1.25
11741786,3.49
11741787,11.81
11741824,2.37
11741825,10.59
11741891,3.84
11741892,10.11
11741902,2.95
11741911,3.62
11741980,1.07
11741993,5.26
11742108,3.06
11742122,4.12
11742124,1.96
11742127,1.28
11742128,8.97
11742137,4.99
11742138,8.30
11742199,1.54
11742206,1.21
11742208,2.61
11742243,6.11
11742265,8.37
11742266,1.50
11742272,0.68
11742275,10.63
11742277,1.57
11742278,19.65
11742279,1.60
11742348,6.82
11742349,40.70
11742365,5.38
11742369,1.30
11742371,2.29
11742376,17.49
11742576,2.53
11742577,1.63
11742578,1.08
11742579,1.20
11742580,1.33
11742581,3.94
11742583,1.74
11742584,3.57
11742624,1.56
11742650,2.18
11742651,65.26
11742652,3.63
11742716,2.81
11742717,2.78
11742718,4.60
11742821,379.81
11742888,2.41
11743072,16.04
11743075,2.49
11743081,6.95
11743082,0.63
11743085,2.85
11743086,3.08
11743089,2.08
11743090,0.63
11743091,2.37
11743093,0.40
11743178,1.95
11743186,2.12
11743252,4.34
11743255,11.60
11743314,1.50
11743316,2.28
11743318,1.35
11743320,5.70
11743333,3.66
11743338,1.75
11743340,0.36
11743343,2.02
11743424,7.00
11743488,3.31
11743489,1.34
11743490,3.39
11743491,6.52
11743493,2.97
11743494,6.30
11743516,0.68
11743577,43.12
11743725,2.72
11743823,3.06
11743824,7.61
11743840,1.00
11743841,7.44
11743896,54.13
11743897,28.74
11743901,1.08
11743916,5.35
11743917,9.91
11743928,19.61
11743950,1.82
11743952,2.89
11743959,4.38
11743962,1.52
11744002,18.21
11744065,11.26
11744067,4.24
11744110,12.96
11744111,3.05
11744114,2.70
11744120,0.98
11744125,11.19
11744149,6.81
11744247,3.02
11744248,6.98
11744249,2.84
11744250,2.75
11744252,3.39
11744307,6.08
11744308,4.24
11744378,7.98
11744585,1.56
11744586,0.99
11744588,1.72
11744601,18.48
11744606,3.36
11744707,3.75
11744767,2.54
11744769,9.13
11744847,7.26
11744849,7.65
11744940,3.43
11745018,4.50
11745073,2.22
11745236,1.96
11745248,124.86
11745338,5.63
11745401,0.90
11745403,2.17
11745456,15.55
11745463,6.00
11745464,9.83
11745503,5.53
11745534,1036.71
11745539,6.15
11745587,9.49
11745812,2.67
11745813,1.76
11745814,1.72
11745816,3.24
11745817,3.60
11745852,3.99
11745853,4.78
11745854,2.44
11746137,4.28
11746172,1.60
11746196,4.89
11746324,6.29
11746330,1.35
11746419,2.83
11746503,234.38
11746504,7.63
11746510,1.62
11746511,2.54
11746512,8.54
11746538,25.00
11746539,1.13
11746555,2.13
11746556,1.82
11746558,6.48
11746559,1.84
11746589,6.03
11746664,3.42
11746683,1.32
11746740,2.13
11746812,2.26
11746813,4.19
11746858,3.80
11746864,4.95
11746880,2.16
11746918,58.37
11746945,4.60
11746947,1.80
11746958,4.30
11746966,1.95
11747020,3.33
11747026,1.72
11747235,1.29
11747349,3.55
11747350,7.56
11747358,3.63
11747359,9.77
11747405,3.81
11747422,11.04
11747423,14.18
11747500,2.50
11747507,2.90
11747707,1.92
11747710,4.78
11747714,1.82
11747768,2.81
11747818,3.28
11747820,3.04
11747877,5.67
11747879,5.54
11747881,4.25
11747882,3.44
11748062,1.95
11748063,12.24
11748129,2.63
11748178,0.60
11748268,6.79
11748271,1.79
11748273,3.33
11748300,2.55
11748301,2.89
11748529,1.16
11748530,1.50
11748542,15.30
11748543,2.69
11748544,1.52
11748616,23.00
11748618,2.96
11748690,1.22
11748769,16.63
11748770,3.30
11748874,82.33
11748981,4.51
11749025,2.83
11749030,21.31
11749035,1.04
11749036,1.67
11749052,6.49
11749062,8.74
11749068,1.42
11749076,3.70
11749136,2.19
11749138,3.58
11749333,3.00
11749334,1.07
11749335,4.26
11749352,1.99
11749353,9.68
11749354,2.50
11749390,7.97
11749391,2.84
11749392,9.41
11749393,4.08
11749450,12.82
11749451,3.62
11749452,1.96
11749453,3.37
11749459,2.85
11749511,3.89
11749512,1.71
11749513,1.77
11749589,6.40
11749590,1.70
11749650,5.63
11749651,8.63
11749654,6.70
11749660,3.05
11749718,15.11
11749719,136.75
11749762,2.36
11749763,7.25
11749764,10.16
11749830,1.01
11749831,3.53
11749905,7.42
11749906,2.08
11750088,2.83
11750089,2.89
11750090,2.09
11750119,4.07
11750127,10.86
11750212,2.80
11750282,6.49
11750285,4.42
11750288,3.79
11750291,28.05
11750351,17.76
11750359,16.98
11750447,5.24
11750448,6.53
11750449,27.57
11750607,3.84
11750608,5.01
11750609,3.84
11750611,6.00
11750612,4.27
11750613,6.65
11750614,15.24
11750622,2.64
11750855,10.80
11750856,5.28
11750940,7.68
11750943,3.55
11750945,10.16
11750946,4.87
11750947,3.97
11750949,2.52
11750973,4.47
11751026,1.38
11751113,5.88
11751114,1.94
11751118,3.36
11751175,3.60
11751177,5.15
11751179,18.58
11751182,3.21
11751253,2.43
11751254,2.84
11751255,9.83
11751298,3.21
11751299,3.34
11751356,3.82
11751381,2.80
11751445,160.08
11751522,14.27
11751523,14.62
11751524,6.94
11751525,6.82
11751603,19.08
11751604,1.62
11751605,2.46
11751606,1.08
11751607,4.17
11751608,21.34
11751609,12.09
11751665,4.32
11751673,2.46
11751750,17.51
11751751,4.14
11751814,2.44
11751816,2.33
11751817,4.15
11751885,34.04
11751886,51.62
11751909,2.30
11752010,2.54
11752011,5.59
11752012,2.31
11752062,38.20
11752071,8.11
11752073,1.42
11752120,23.04
11752121,4.05
11752122,2.77
11752123,3.65
11752194,5.90
11752195,12.92
11752260,3.19
11752304,4.87
11752366,2.20
11752367,2.98
11752369,4.11
11752371,4.63
11752374,6.80
11752376,33.49
11752377,4.62
11752379,6.15
11752390,59.89
11752447,1.33
11752448,5.23
11752503,4.41
11752507,5.88
11752578,3.81
11752579,32.40
11752607,28.04
11752608,331.38
11752686,2.18
11752693,3.64
11752780,7.24
11752813,2.00
11752814,5.58
11752970,2.49
11752975,4.36
11752981,4.07
11753017,80.00
11753073,1.69
11753120,2.50
11753126,19.35
11753127,11.83
11753174,1.74
11753175,10.80
11753271,1.25
11753272,14.56
11753273,3.83
11753299,28.40
11753325,3.60
11753326,6.01
11753327,2.78
11753328,9.25
11753496,3.48
11753497,19.20
11753498,16.00
11753499,32.06
11753592,5.57
11753630,8.44
11753758,9.27
11753771,142.55
11753837,8.10
11753843,6.53
11753844,175.42
11753925,3.00
11753933,4.32
11753934,4.32
11753975,4.32
11753976,9.19
11753977,26.28
11753978,0.43
11753979,1.38
11754020,9.27
11754021,2.13
11754134,5.79
11754246,16.20
11754247,4.25
11754276,6.19
11754325,2.24
11754332,2.11
11754385,3.72
11754521,4.68
11754522,6.66
11754523,3.43
11754544,8.85
11754560,2.14
11754611,2.75
11754613,1.81
11754619,3.08
11754659,4.15
11754660,2.75
11754661,1.59
11754727,254.35
11754728,3.88
11754730,2.31
11754749,4.10
11754795,6.12
11754796,12.14
11754869,9.65
11754870,8.96
11754871,1.86
11754872,3.52
11754931,5.99
11754991,6.21
11755055,2.81
11755056,6.47
11755057,2.19
11755161,1.52
11755162,1.74
11755163,253.88
11755164,2.38
11755208,6.63
11755209,3.82
11755223,13.38
11755224,2.60
11755275,7.28
11755276,4.50
11755277,7.65
11755346,16.25
11755347,9.35
11755400,5.25
11755414,2.24
11755480,2.28
11755481,1.61
11755482,2.37
11755525,1.62
11755526,8.84
11755601,13.93
11755602,2.46
11755677,4.15
11755678,91.25
11755985,14.35
11755986,1.87
11755987,8.10
11755988,10.57
11756062,10.02
11756307,69.63
11756308,6.60
11756309,13.29
11756310,5.26
11756480,42.96
11756621,2.73
11756622,5.22
11756710,3.14
11756711,3.93
11756719,25.18
11756800,4.49
11756801,14.30
11756802,3.17
11756803,1.20
11756804,1.11
11756805,10.01
11756806,6.44
11756885,11.27
11756889,12.69
11756970,19.59
11756971,19.07
11756972,21.53
11756973,13.34
11756974,16.10
11756975,19.19
11756976,21.85
11756977,16.75
11756979,2.98
11756980,1.91
11756981,3.24
11756982,3.36
11756983,4.41
11756984,3.10
11756994,10.06
11757155,43.00
11757156,41.42
11757157,4.56
11757159,3.29
11757160,1.80
11757281,1.35
11757283,7.12
11757284,3.09
11757285,1.98
11757296,1.83
11757297,53.38
11757570,1.47
11757648,4.38
11757649,2.88
11757655,2.30
11757659,1.85
11757660,2.76
11757759,2.26
11757788,84.33
11757848,2.85
11757849,1.20
11757850,4.33
11757946,31.59
11757947,4.40
11757948,21.51
11758010,3.63
11758011,13.11
11758084,88.93
11758160,1.82
11758265,5.44
11758266,1.11
11758331,13.70
11758333,11.14
11758362,7.47
11758364,5.32
11758390,7.80
11758391,12.34
11758410,23.06
11758412,3.60
11758413,2.94
11758540,1.88
11758608,5.77
11758609,3.44
11758700,2.67
11758743,0.00
11758744,17.25
11758761,6.60
11758762,17.78
11758773,19.08
11758774,3.18
11758875,2.47
11758960,18.25
11759112,7.75
11759113,1.98
11759128,7.72
11759168,9.00
11759240,8.30
11759344,3.08
11759345,6.80
11759472,5.00
11759529,39.00
6340080,4.88
6340134,21.98
6340213,14.20
6340224,29.94
6340338,5.92
6341051,3.96
6341203,15.82
6341231,6.38
6341270,6.33
6341366,1.82
6341752,5.77
6341822,10.07
6341916,13.31
6341924,5.07
6342476,9.11
6342712,11.23
6342871,6.58
6342940,16.42
6343011,4.95
6343025,2.73
6343150,10.45
6343325,28.44
6343340,1.46
6343359,7.37
6343924,4.28
6344732,6.17
6345280,5.39
6345376,2.19
6345390,10.50
6345449,12.60
6345910,1.62
6346690,9.32
6347172,10.67
6348191,2.16
6348310,2.39
6348382,1.72
6348399,6.70
6348402,2.12
6348421,2.65
6348451,2.02
6348452,21.39
6348492,3.80
6348847,2.96
6348896,3.68
6348939,2.61
6348989,6.85
